@relation 's_0: -C -2'

@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute isStatic_type numeric
@attribute NOPA_type numeric
@attribute number_private_visibility_attributes numeric
@attribute number_protected_visibility_attributes numeric
@attribute number_package_visibility_attributes numeric
@attribute num_final_attributes numeric
@attribute num_static_attributes numeric
@attribute num_final_static_attributes numeric
@attribute num_not_final_not_static_attributes numeric
@attribute num_final_not_static_attributes numeric
@attribute num_static_not_final_attributes numeric
@attribute number_public_visibility_methods numeric
@attribute number_private_visibility_methods numeric
@attribute number_protected_visibility_methods numeric
@attribute number_package_visibility_methods numeric
@attribute number_final_methods numeric
@attribute number_abstract_methods numeric
@attribute number_not_abstract_not_final_methods numeric
@attribute number_static_methods numeric
@attribute number_final_static_methods numeric
@attribute number_final_not_static_methods numeric
@attribute number_not_final_static_methods numeric
@attribute number_not_final_not_static_methods numeric
@attribute number_standard_design_methods numeric
@attribute number_constructor_DefaultConstructor_methods numeric
@attribute number_constructor_NotDefaultConstructor_methods numeric
@attribute is_GC {0,1}
@attribute is_DC {0,1}

@data
1,0,0,2,0,0,1,2,0,0,1,12,12,1,0,3,3,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0
1,0,0,4,0,0,2,4,4,0,1,29,29,2,1,3,6,0,4,0,1,4,1,1,0,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,0
0,5,0,9,0,1,3,4,4,0,1,94,38,4,0.642857,4,13,0,9,0.71875,0.375,4,1,1,0,0,3,0,1,0,0,0,4,0,0,8,0,0,1,1,0,8,0,0,1,0,8,3,0,1,0,1
0,0,0,12,0,5,9,12,2,0,1,290,290,20,0.890909,11,34,0,21,0.863636,1,21,1.75,1.75,0,0,1,1,0,1,1,1,1,0,0,11,0,1,0,0,0,12,0,0,0,0,12,11,0,1,0,0
0,1,0,2,0,1,5,1,1,0,1,47,30,7,1,5,9,0,3,1,0.5,2,1.5,2,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0
0,5,0,9,1,0,0,4,6,0,1,117,67,0,0.142857,0,9,0,10,0.9375,0.333333,5,1.111111,1.25,1,3,3,0,0,0,0,0,6,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,0,2,0,1
0,8,1,73,17,24,13,65,16,31,3,1812,1706,67,0.471441,19,178,0,234,0.894965,0.875,221,3.205479,3.4,0,1,15,0,0,2,2,2,14,0,0,71,1,0,1,0,0,73,0,0,0,0,73,62,0,3,1,0
0,0,0,1,0,0,0,1,6,0,1,24,24,0,1,0,1,0,1,0,0.142857,1,1,1,0,6,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,3,12,0,12,1,0.75,8,1.333333,1.142857,0,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,0,0
2,0,0,14,0,0,0,14,6,0,1,255,255,0,0.464286,0,14,0,30,0.846154,1,30,2.142857,2.142857,0,0,6,0,0,0,0,0,6,0,0,10,4,0,0,0,0,14,0,0,0,0,14,12,0,2,0,0
1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,2,16,0,10,0.142857,1,10,1.25,1.25,0,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,0
2,0,0,8,0,2,13,8,10,0,1,155,155,14,0.047619,15,23,9,17,1,0,17,2.125,2.125,0,9,0,1,0,8,8,8,2,0,0,7,0,1,0,0,3,5,1,0,0,1,7,7,0,1,0,0
0,16,0,23,0,0,0,7,16,0,1,149,41,0,0.051948,0,23,0,30,0.978788,0,7,1.304348,1,1,0,11,0,5,6,5,5,10,1,0,0,0,0,23,0,0,23,0,0,0,0,23,6,0,1,0,1
4,1,17,18,3,39,47,17,44,3,2,2165,2143,97,0.192308,45,133,0,196,0.914439,1,191,10.888889,11.235294,0,0,37,0,7,16,12,12,28,4,0,14,4,0,0,0,0,18,1,0,0,1,17,16,0,1,1,0
0,0,0,2,1,0,2,2,0,4,2,21,21,2,1,9,22,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0
0,0,0,3,0,1,2,3,1,6,3,31,31,1,0,2,11,0,3,1,1,3,1,1,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,0,0
0,19,33,104,0,8,45,85,29,0,1,1526,1384,59,0.102798,16,175,0,174,0.980917,0.391304,147,1.673077,1.729412,0,1,0,28,0,1,1,1,28,0,0,22,0,82,0,0,0,104,0,0,0,0,104,84,0,1,1,0
0,5,1,10,0,1,4,5,17,698,5,227,169,5,0.111111,4,15,0,17,1,0.5,8,1.7,1.6,0,0,1,16,0,1,1,1,16,0,0,8,0,2,0,0,0,10,0,0,0,0,10,4,0,1,0,0
0,0,0,2,0,0,1,2,1,0,1,24,24,1,1,1,3,2,4,0,0,4,2,2,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0
1,0,0,11,0,0,0,11,0,0,1,58,58,0,0,0,11,1,11,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,0
0,13,0,38,0,21,29,25,17,0,2,745,637,49,0.327635,39,130,0,150,0.926868,0,131,3.947368,5.24,0,0,17,0,0,0,0,0,17,0,0,27,10,1,0,0,0,38,0,0,0,0,38,24,0,1,1,0
1,36,4,89,0,3,5,53,97,520,5,2078,1633,4,0.115126,1,94,0,136,0.959583,0.292929,88,1.52809,1.660377,0,34,59,2,2,34,34,34,63,0,0,65,3,21,0,0,0,89,0,0,0,0,89,52,0,1,1,0
0,2,3,25,3,0,3,23,7,13,2,596,576,3,0.181159,2,43,0,69,0.970238,0.454545,64,2.76,2.782609,0,4,0,2,1,4,4,4,3,0,0,7,0,18,0,0,0,25,0,0,0,0,25,22,0,1,0,0
1,7,1,55,3,32,3,48,46,13,2,2214,2128,3,0.326797,3,72,0,264,0.961755,0.392857,255,4.8,5.3125,0,15,23,8,0,17,17,17,29,0,0,13,35,7,0,0,0,55,0,0,0,0,55,46,0,2,1,0
1,5,0,11,0,0,0,6,6,0,1,121,83,0,0.177778,0,11,0,13,0.9,1,8,1.181818,1.333333,0,0,2,0,4,0,0,0,6,0,0,1,0,0,10,0,0,11,0,0,0,0,11,5,0,1,0,1
1,3,0,50,3,44,3,47,50,13,2,2044,2022,8,0.35,4,73,0,219,0.963673,0.318182,216,4.38,4.595745,0,12,25,13,0,14,14,14,36,0,0,10,33,7,0,0,0,50,0,0,0,0,50,46,0,1,1,0
0,8,0,9,0,0,0,1,4,0,1,75,11,0,0.142857,0,9,0,9,0.875,0.111111,1,1,1,1,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
0,0,0,2,0,0,1,2,7,7,2,129,129,2,1,3,12,0,26,1,0.285714,26,13,13,0,5,2,0,0,5,5,5,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0
0,3,0,5,0,0,1,2,19,0,1,120,83,0,0,2,6,0,5,1,0.095238,2,1,1,0,16,3,0,0,16,16,16,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,1
0,13,0,15,0,0,0,2,7,0,1,97,17,0,0.089744,0,15,0,15,0.928571,0.133333,2,1,1,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,2,0,1
0,5,0,8,0,0,0,3,3,0,1,47,17,0,0.2,0,8,0,8,0.857143,0,3,1,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,8,1,0,2,0,1
0,0,0,72,0,12,53,72,33,0,1,1550,1550,67,0.154327,55,144,0,193,0.970951,0.847222,193,2.680556,2.680556,0,11,22,0,0,5,33,5,0,0,28,61,7,0,4,2,0,70,72,2,0,70,0,72,0,0,1,0
1,2,1,40,0,14,12,38,22,0,1,1127,1100,34,0.426743,11,88,0,164,0.963869,0.727273,162,4.1,4.263158,0,5,5,12,0,8,7,7,14,1,0,17,1,22,0,0,0,40,0,0,0,0,40,37,0,1,1,0
1,0,0,3,0,1,0,3,0,0,1,29,29,0,0,1,3,0,7,0,0,7,2.333333,2.333333,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,4,3,1,0,0,0
1,6,0,6,0,0,0,0,3,0,1,61,19,0,0.2,0,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,1
2,39,46,157,0,43,69,118,39,0,1,3877,3392,181,0.24011,31,366,2,435,0.989645,0,377,2.770701,3.194915,0,0,22,17,0,6,6,5,32,1,1,91,4,62,0,0,2,155,0,0,0,0,157,118,0,0,1,0
2,4,0,31,2,3,1,27,28,0,1,1399,1357,1,0.278325,2,32,1,332,0.92619,0.75,325,10.709677,12.037037,0,0,3,25,0,14,14,14,14,0,0,12,1,18,0,0,0,31,1,0,0,1,30,26,0,1,1,0
1,3,0,21,0,38,27,18,63,0,1,1381,1277,60,0.4,34,115,0,166,0.986508,0.140845,148,7.904762,8.222222,0,59,4,0,0,60,59,59,3,1,0,12,8,1,0,0,0,21,1,0,0,1,20,15,0,3,1,0
0,4,0,9,1,0,0,5,35,0,1,177,161,0,0.535714,0,9,0,31,0.953571,0.217391,26,3.444444,5.2,0,14,2,19,0,19,21,19,14,0,2,9,0,0,0,0,0,9,1,0,0,1,8,4,0,1,0,0
0,4,0,6,0,1,3,2,2,4,2,36,24,3,0.6,5,13,0,6,0.6,0.2,2,1,1,0,0,0,2,0,0,0,0,2,0,0,5,0,1,0,0,0,6,0,0,0,0,6,1,0,1,0,1
0,6,0,7,0,0,0,1,3,0,1,21,3,0,0.2,1,7,0,7,0.833333,0.142857,1,1,1,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,6,0,7,0,0,0,1,3,0,1,20,2,0,0.2,0,7,0,7,0.666667,0.142857,1,1,1,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,0,0,1,0,0,4,1,6,0,1,71,71,4,1,4,5,0,1,0,0,1,1,1,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,8,0,0,1,8,3,0,1,269,269,1,1,1,9,0,24,0.857143,1,24,3,3,0,0,0,3,0,2,3,2,0,0,1,4,5,0,0,3,0,6,2,1,2,1,5,8,1,0,0,0
1,2,0,11,0,0,0,9,1,0,1,382,337,0,0,0,11,2,47,1,0,41,4.272727,4.555556,0,0,0,1,0,0,0,0,1,0,0,8,1,2,0,0,2,9,1,0,0,1,10,8,0,1,0,0
0,13,0,15,0,2,2,2,6,0,1,175,34,1,0.090909,2,18,0,16,0.928571,0.142857,2,1.066667,1,0,0,6,0,0,0,0,0,6,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,2,0,1
0,0,2,25,2,17,13,25,52,4,2,1157,1157,31,0.25,14,75,0,119,0.969551,0.380952,119,4.76,4.76,0,13,39,0,0,28,32,28,20,0,4,8,17,0,0,4,0,21,8,4,0,4,17,25,0,0,1,0
0,4,0,5,0,0,0,1,4,0,1,35,11,0,0,2,5,0,5,1,0.2,1,1,1,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
0,1,1,62,0,33,22,61,69,15,2,2958,2937,48,0.333333,29,136,0,390,0.980993,0.375,388,6.290323,6.360656,0,10,43,14,2,32,34,32,35,0,2,6,52,4,0,1,0,61,8,1,0,7,54,60,0,1,1,0
0,10,0,10,0,0,0,0,5,0,1,109,109,0,0.111111,1,10,0,10,0.888889,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,0,1
1,12,2,26,0,10,4,14,17,0,1,1184,953,13,0.286765,6,44,0,136,0.941176,0.266667,97,5.230769,6.928571,0,0,1,16,0,0,1,0,16,0,1,15,8,3,0,0,0,26,0,0,0,0,26,13,0,1,1,0
0,6,0,7,1,0,0,1,3,0,1,44,14,0,0.238095,1,7,0,7,0.777778,0.142857,1,1,1,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,1,0,0,1
2,3,0,45,2,28,9,42,37,516,4,1065,1033,38,0.252439,9,94,0,200,0.935065,0.806452,196,4.444444,4.666667,0,4,0,33,0,0,3,0,34,0,3,27,3,14,1,0,0,45,0,0,0,0,45,41,0,1,1,0
2,38,2,139,0,9,17,101,28,0,1,2907,2435,70,0.308466,17,213,2,485,0.975845,0.669565,436,3.489209,4.316832,0,0,0,28,0,0,0,0,28,0,0,115,3,21,0,0,0,139,2,0,0,2,137,97,0,4,1,0
0,17,0,18,0,0,0,1,9,0,1,179,43,0,0.058824,0,18,0,18,0.947712,0.055556,1,1,1,0,0,0,9,0,0,0,0,9,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,1,0,1
1,2,0,7,2,0,2,5,2,11,2,98,68,4,1,3,22,0,10,0.666667,0.6,6,1.428571,1.2,0,0,1,0,1,1,1,1,1,0,0,5,0,0,2,0,0,7,0,0,0,0,7,2,0,3,0,0
0,0,0,2,0,0,0,2,0,0,1,44,44,0,0,0,2,0,3,0,1,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0
2,2,0,5,0,1,1,3,2,0,1,26,15,1,0.2,1,7,0,6,0.75,0.6,4,1.2,1.333333,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0
1,7,0,8,0,0,0,1,4,0,1,32,32,0,0.142857,0,8,0,8,0.857143,0.125,1,1,1,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,0,0,1
0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,2,6,1,6,0.8,0,0,1,0,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,1
0,6,0,6,0,0,0,0,3,0,1,25,25,0,0.2,2,6,0,6,0.8,0,0,1,0,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,1
0,6,0,7,0,0,0,1,3,0,1,29,29,0,0.2,2,7,0,7,0.833333,0.142857,1,1,1,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,2,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,1
0,6,0,6,0,0,0,0,3,0,1,23,23,0,0.2,2,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1
0,8,0,8,0,0,0,0,4,0,1,31,31,0,0.142857,1,8,0,8,0.857143,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,1,3,3,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
1,0,0,1,0,0,2,1,0,0,1,3,3,2,1,3,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
0,0,0,1,0,0,0,1,109,0,1,230,230,0,1,0,1,0,1,0,0,1,1,1,0,109,0,0,0,109,109,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,12,0,1,33,0,1,110,110,0,1,1,1,0,1,0,0,1,1,1,0,33,0,0,0,33,33,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,5,0,25,15,5,0,5,2,214,214,27,1,22,51,0,29,0,1,29,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,5,4,0,1,0,0
0,6,4,7,0,3,10,1,6,520,5,272,96,13,0.6,8,21,0,25,0.888889,0.2,1,3.571429,1,0,0,0,6,0,0,0,0,6,0,0,5,1,1,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,4,0,5,0,0,0,1,7,0,1,34,14,0,0,1,5,0,5,1,0.125,1,1,1,0,3,0,0,4,0,3,0,4,0,3,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
0,3,1,43,34,34,21,40,3,123,3,1400,1348,89,0.340244,38,302,0,256,0.944444,0.909091,249,5.953488,6.225,0,0,1,1,1,0,1,0,2,0,1,33,0,10,0,0,0,43,0,0,0,0,43,38,0,2,1,0
0,6,0,6,0,0,0,0,3,0,1,31,1,0,0.2,0,6,0,6,0.8,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,1,0,0,7,0,0,0,0,7,0,1,0,0,1
0,5,0,7,1,0,0,2,5,14,3,63,20,0,0.3,1,7,0,8,1,0.285714,2,1.142857,1,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,2,0,1
5,46,13,154,0,20,36,108,47,0,1,2792,2378,80,0.272109,30,248,4,489,0.984425,0.620438,414,3.175325,3.833333,0,8,20,17,2,0,9,0,38,0,9,129,3,20,2,0,0,154,1,0,0,1,153,105,0,3,1,0
3,18,3,55,0,19,21,37,25,0,1,1299,1179,51,0.439626,20,120,0,214,0.964444,0.627907,194,3.890909,5.243243,0,0,23,0,2,0,0,0,25,0,0,43,5,0,7,0,0,55,0,0,0,0,55,36,0,1,1,0
1,4,0,7,1,0,0,3,3,0,1,79,45,0,0.238095,0,7,0,9,0.777778,0.428571,3,1.285714,1,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,1
0,4,0,5,0,0,0,1,4,0,1,63,35,0,0,0,5,0,5,1,0.2,1,1,1,1,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
1,10,0,11,0,0,0,1,5,0,1,117,47,0,0.111111,0,11,0,11,0.9,0.090909,1,1,1,1,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,0,1
0,6,0,7,0,0,0,1,6,0,1,101,53,0,0,1,7,0,7,1,0.142857,1,1,1,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
1,6,0,8,0,0,1,2,6,5,2,48,18,1,0.2,1,14,2,8,1,0.181818,2,1,1,0,3,3,0,0,3,3,3,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,0,1
0,0,0,7,0,17,2,7,1,0,1,1217,1217,14,0.3,2,38,0,167,0.833333,1,167,23.857143,23.857143,0,0,1,0,0,1,1,1,0,0,0,5,2,0,0,0,0,7,7,0,0,7,0,7,0,0,1,0
1,10,0,12,0,0,0,2,5,0,1,125,55,0,0.111111,0,12,0,12,0.909091,0.166667,2,1,1,1,0,5,0,0,0,0,0,5,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,2,0,1
0,6,0,7,0,0,0,1,6,0,1,91,49,0,0,0,7,0,7,1,0.142857,1,1,1,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
1,6,0,8,0,0,0,2,3,0,1,81,39,0,0.2,0,8,0,8,0.857143,0.25,2,1,1,1,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,0,1
0,23,7,93,0,27,35,70,33,0,1,1494,1324,71,0.347339,38,202,0,289,0.961792,0.744186,254,3.107527,3.628571,0,0,33,0,0,0,8,0,25,0,8,86,7,0,0,0,0,93,6,0,0,6,87,69,0,1,1,0
0,0,11,7,1,34,9,7,9,158,7,5126,5126,23,0,25,134,0,181,1,0.8,181,25.857143,25.857143,0,1,8,0,0,1,2,1,7,0,1,4,3,0,0,0,0,7,4,0,0,4,3,7,0,0,1,0
0,0,11,8,1,34,11,8,9,158,7,5349,5349,25,0,25,134,0,185,1,0.8,185,23.125,23.125,0,1,8,0,0,1,2,1,7,0,1,4,4,0,0,0,0,8,5,0,0,5,3,8,0,0,1,0
0,6,0,10,0,2,4,4,4,4,2,78,33,4,0.166667,7,20,0,10,0.861111,0.4,4,1,1,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,10,0,0,0,0,10,3,0,1,0,1
0,22,0,23,0,0,0,1,13,0,1,292,69,0,0.044118,0,23,0,23,0.968531,0,1,1,1,0,2,11,0,0,2,2,2,11,0,0,17,5,1,0,0,0,23,0,0,0,0,23,0,0,1,0,1
0,22,0,22,0,0,0,0,12,0,1,224,8,0,0.047619,0,22,0,22,0.960317,0,0,1,0,0,1,11,0,0,1,1,1,11,0,0,23,0,0,0,0,0,23,0,0,0,0,23,0,1,0,0,1
0,10,0,10,0,0,0,0,8,0,1,89,9,0,0.111111,0,10,0,10,0.972222,0,0,1,0,0,3,5,0,0,3,3,3,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,0,1
0,14,0,15,0,0,0,1,11,0,1,115,3,0,0.076923,0,15,0,15,0.980519,0.052632,1,1,1,0,4,7,0,0,4,4,4,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,0,1
0,8,0,8,0,0,0,0,6,0,1,70,6,0,0.142857,0,8,0,8,0.952381,0,0,1,0,0,2,4,0,0,2,2,2,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,1,0,0,1
1,17,1,75,0,110,38,58,15,0,1,1890,1767,103,0.402899,43,264,0,302,0.926126,0.757143,285,4.026667,4.913793,0,0,15,0,0,0,1,0,14,0,1,70,5,0,0,0,0,75,1,0,0,1,74,58,0,0,1,0
1,18,0,82,0,90,39,64,19,0,1,1817,1678,96,0.41396,48,249,0,302,0.905783,0.735294,283,3.682927,4.421875,0,0,19,0,0,0,0,0,19,0,0,68,13,1,0,0,0,82,0,0,0,0,82,63,0,1,1,0
2,0,1,38,2,19,22,38,22,114,2,1241,1241,55,0.458498,99,212,0,121,0.922604,0.892857,121,3.184211,3.184211,0,3,19,0,0,13,6,6,9,7,0,25,13,0,0,0,0,38,0,0,0,0,38,34,0,4,1,0
1,0,4,43,2,36,23,43,17,114,2,1958,1958,53,0.333333,94,210,0,251,0.94958,1,251,5.837209,5.837209,0,0,17,0,0,12,2,2,5,10,0,5,38,0,0,0,0,43,0,0,0,0,43,41,0,2,1,0
0,0,0,36,0,0,1,36,2,0,1,818,818,2,0.001783,1,38,0,118,0.985714,0.971429,118,3.277778,3.277778,0,1,1,0,0,1,2,1,0,0,1,34,2,0,0,2,0,34,36,2,0,34,0,36,0,0,0,0
0,8,0,9,0,0,1,1,8,0,1,34,10,2,0,1,11,0,11,1,0.111111,3,1.222222,3,0,0,8,0,0,0,0,0,8,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
2,12,0,13,0,0,0,1,6,0,1,67,7,0,0.090909,0,13,0,13,0.916667,0.076923,1,1,1,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,0,1
0,10,0,11,0,0,0,1,5,0,1,52,2,0,0.111111,0,11,0,11,0.9,0.090909,1,1,1,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,0,1
0,14,0,14,0,0,0,0,7,0,1,68,68,0,0.076923,0,14,0,14,0.923077,0,0,1,0,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,0,1
0,14,0,14,0,0,0,0,7,0,1,68,68,0,0.076923,0,14,0,14,0.923077,0,0,1,0,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,0,1
0,0,0,9,0,36,23,9,4,0,1,429,429,57,0.642857,26,75,0,50,0.78125,1,50,5.555556,5.555556,0,0,4,0,0,1,3,1,1,0,2,8,0,0,1,0,0,9,0,0,0,0,9,8,0,1,1,0
1,1,0,3,0,8,21,2,18,0,1,413,407,137,1,22,140,0,136,0.972222,0.666667,135,45.333333,67.5,0,0,13,5,0,2,2,1,15,1,1,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,1,0
0,4,0,4,0,0,0,0,2,0,1,20,0,0,0.333333,0,4,0,4,0.666667,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,5,0,0,0,0,5,0,1,0,0,1
0,6,0,6,0,0,0,0,3,0,1,28,28,0,0.2,0,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,0,1
0,0,0,1,0,0,0,1,17,0,1,69,69,0,1,0,1,0,1,0,0,1,1,1,0,17,0,0,0,17,17,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,42,0,1,79,79,0,1,0,1,0,1,0,0,1,1,1,0,42,0,0,0,42,42,42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,14,0,14,0,0,0,0,7,0,1,59,59,0,0.076923,0,14,0,14,0.923077,0,0,1,0,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,0,1
0,42,0,42,0,0,0,0,26,0,1,204,204,0,0.02439,1,42,0,42,0.984991,0,0,1,0,0,5,21,0,0,5,5,5,21,0,0,43,0,0,0,0,0,43,0,0,0,0,43,0,1,0,0,1
0,14,0,14,0,0,0,0,7,0,1,59,59,0,0.076923,0,14,0,14,0.923077,0,0,1,0,0,0,7,0,0,0,0,0,7,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,1
4,1,1,52,0,13,19,51,37,0,6,1320,1315,94,0.272727,29,162,1,135,0.966084,0,134,2.596154,2.627451,0,11,6,19,1,18,23,18,14,0,5,22,18,11,1,0,6,46,1,0,0,1,51,50,0,1,1,0
0,0,3,1,0,0,5,1,11,536,6,117,117,7,1,2,8,0,8,0,0.083333,8,8,8,0,11,0,0,0,7,10,7,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,8,0,9,0,0,8,1,9,0,1,47,7,8,0,10,17,0,9,1,0.111111,1,1,1,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
