NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,isStatic_method,is_MC
7,0,6,1,0,4,125,13,2,21,5,29,1,5,9,8,2,15,5,0.333333,0,0,1,0,1,1,1,1,0,0,9,0,19,0,0,0,28,1,0,0,1,27,24,1,0,0,1
1,0,7,3,0,3,19,7,3,1,2,8,0.142857,4,3,1,0,5,2,0.8,0,2,0,0,0,1,0,1,0,1,10,0,7,0,0,7,10,0,0,0,0,17,14,0,2,0,1
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,18,0,0,0,0,18,0,0,0,0,0,18,11,0,0,0,0
7,0,6,1,0,4,95,10,1,25,5,35,1,7,10,9,3,17,5,0.411765,0,0,3,0,0,0,0,3,0,0,13,0,21,0,0,0,34,1,0,0,1,33,26,1,0,0,1
1,0,0,0,0,1,6,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,6,19,1,18,23,18,14,0,5,22,18,11,1,0,6,46,1,0,0,1,51,50,0,1,0,0
1,0,2,1,0,2,10,2,0,2,0,6,0,2,3,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,9,0,0,0,0,9,8,1,0,0,0
0,0,1,1,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,17,0,0,0,0,0,17,1,0,0,1,16,10,1,0,0,0
2,0,0,0,0,2,8,2,0,2,0,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,6,1,0,4,5,2,0,0,0,11,0,0,0,0,11,10,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
0,0,3,3,0,2,11,2,2,0,3,4,0.333333,4,2,1,1,5,3,0.8,0,6,1,0,14,13,13,3,1,0,21,3,18,0,0,3,39,0,0,0,0,42,31,0,2,0,1
1,1,0,0,1,1,6,1,0,2,0,5,1,0,0,3,0,0,0,0,0,2,0,0,7,7,7,1,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,3,0,0
1,0,0,0,0,1,8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,15,25,15,130,0,10,54,11,0,0,0,0,65,8,0,0,8,57,62,0,1,0,0
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,1,3,0,0,10,0,5,0,0,2,13,0,0,0,0,15,10,0,1,0,0
0,1,1,1,1,2,15,3,0,0,0,9,0.857143,3,3,6,2,3,0,1,0,9,0,0,1,2,1,7,0,1,15,8,0,3,0,0,26,0,0,0,0,26,21,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
1,0,2,1,0,3,35,4,0,1,0,4,0.5,2,2,1,0,3,0,0.666667,0,12,0,0,1,4,1,10,0,3,26,1,3,0,0,0,30,5,0,0,5,25,21,0,0,0,0
7,0,6,1,0,4,184,18,4,26,5,34,1,6,9,8,3,15,5,0.4,0,0,1,0,0,0,0,1,0,0,9,0,24,0,0,0,33,1,0,0,1,32,29,1,0,0,1
0,0,19,3,0,2,59,7,17,2,2,45,0.55814,2,0,24,2,2,2,1,0,1,0,23,0,0,0,24,0,0,24,1,0,0,0,0,25,0,0,0,0,25,24,0,1,0,1
1,1,0,0,1,2,11,3,0,1,0,3,1,0,0,2,1,0,0,0,0,3,0,0,0,2,0,1,0,2,4,1,0,0,0,0,5,1,0,0,1,4,4,0,1,1,0
6,1,7,3,1,3,33,7,2,8,3,16,0.125,5,5,1,2,12,3,0.416667,0,2,0,0,2,1,1,0,1,0,12,2,0,0,0,0,14,0,0,0,0,14,12,0,1,0,1
1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,0,0
0,0,10,3,0,1,31,1,3,2,2,15,0.166667,4,2,2,0,12,2,0.333333,0,0,0,0,2,2,2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,1
2,2,0,0,2,1,4,1,0,2,0,4,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,0
3,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0
0,1,0,0,1,1,5,1,0,0,0,1,1,1,1,1,0,1,0,1,0,7,0,0,7,0,0,0,7,0,24,0,0,0,0,0,24,0,0,0,0,24,18,0,1,0,0
2,2,13,8,2,3,161,21,3,27,3,49,0.142857,13,13,2,4,29,2,0.448276,0,4,0,0,2,2,2,2,0,0,2,4,2,0,0,0,8,0,0,0,0,8,7,0,1,0,1
1,0,0,0,0,2,6,2,0,1,0,2,1,0,0,1,1,0,0,0,0,0,3,0,1,0,0,2,1,0,14,0,0,0,1,0,13,0,0,1,0,13,7,0,2,0,0
0,2,10,3,2,2,15,2,0,2,0,13,0.090909,2,2,1,0,2,0,1,0,2,0,2,3,4,3,0,0,1,12,18,0,1,0,0,31,31,0,0,31,0,31,0,0,1,0
0,0,0,0,0,1,9,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,10,1,0,0,1,9,6,1,0,0,0
1,4,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,32,0,0,0,0,32,0,0,0,0,0,32,25,0,0,0,0
3,1,12,5,1,4,97,15,3,12,4,20,0,4,15,0,0,23,3,0.173913,0,59,0,9,1,1,1,67,0,0,24,20,1,2,0,0,47,1,0,0,1,46,43,0,1,1,1
2,0,0,0,0,1,3,1,0,2,0,2,0,0,0,0,1,0,0,0,0,2,0,0,2,2,2,2,0,0,14,1,4,0,0,0,19,7,0,0,7,12,14,0,1,0,0
1,3,0,0,13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,214,0,0,0,0,0,214,190,0,0,0,0
4,1,1,1,1,2,12,2,3,7,2,9,0.5,4,5,1,2,6,2,0.666667,0,1,0,1,0,1,0,1,0,1,7,2,0,0,0,0,9,0,0,0,0,9,7,0,1,0,1
1,0,0,0,0,1,4,1,0,1,0,3,1,2,1,1,0,2,0,1,0,1,1,0,1,1,1,1,0,0,60,0,0,0,0,0,60,0,0,0,0,60,33,0,1,0,0
1,8,0,0,9,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,20,0,1,1,0,0,22,5,0,0,5,17,20,1,0,0,0
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,6,0,0,17,0,0,0,0,0,17,0,0,0,0,17,5,0,2,0,0
1,2,0,0,2,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,1,11,0,0,0,0,0,11,0,0,0,0,11,9,0,2,0,0
1,3,0,0,3,2,7,2,0,4,0,4,0,2,2,0,0,2,0,1,0,1,0,0,5,6,5,1,0,1,8,0,1,0,0,1,8,0,0,0,0,9,6,0,1,0,0
0,0,0,0,0,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,13,2,0,3,4,3,11,0,1,28,7,4,0,0,0,39,0,0,0,0,39,28,0,2,0,0
0,6,1,1,11,1,3,1,0,0,0,1,0,1,1,0,1,1,0,1,0,3,0,0,3,2,2,0,1,0,15,0,0,0,0,0,15,0,0,0,0,15,11,0,2,0,0
1,0,5,2,0,6,127,26,1,7,3,29,0.45,4,10,9,7,16,3,0.25,0,12,0,17,3,2,2,26,1,0,10,23,17,0,0,0,50,5,0,0,5,45,27,0,1,0,1
2,0,0,0,0,1,3,1,0,2,0,3,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,17,0,5,0,0,0,22,0,0,0,0,22,17,0,4,0,0
1,1,2,2,1,2,16,3,0,4,0,8,0.666667,4,3,2,0,5,0,0.8,0,28,0,0,8,7,7,20,1,0,42,17,0,0,0,0,59,5,0,0,5,54,26,0,6,0,0
0,1,18,13,1,8,179,57,11,21,3,46,0.272727,16,20,6,2,36,2,0.444444,0,7,0,0,1,1,1,6,0,0,25,14,5,1,0,0,45,4,0,0,4,41,38,0,4,0,1
2,1,3,2,1,2,13,2,2,5,3,9,0.25,8,7,1,0,11,3,0.727273,0,2,0,0,0,1,0,1,0,1,1,7,1,0,0,0,9,0,0,0,0,9,8,0,1,0,1
0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,14,14,14,14,0,0,12,1,18,0,0,0,31,1,0,0,1,30,26,0,1,0,0
3,3,2,2,3,6,405,90,3,32,2,40,0.777778,8,20,7,7,22,2,0.363636,0,16,0,0,16,16,16,0,0,0,5,33,0,0,2,0,36,38,2,0,36,0,38,0,0,1,1
0,0,8,3,0,1,90,7,0,13,0,33,0.529412,12,22,9,0,27,0,0.444444,0,56,0,1,55,56,55,1,0,1,38,2,0,0,0,0,40,1,0,0,1,39,39,0,0,0,0
5,2,9,6,2,2,39,14,1,8,3,22,0.307692,8,10,4,2,15,3,0.533333,0,46,94,0,12,12,12,160,0,0,664,1,9,0,0,32,642,3,0,0,3,671,460,0,1,0,1
1,0,3,3,0,2,19,6,1,2,3,7,0.4,4,2,2,2,5,3,0.8,0,12,0,0,5,10,5,2,0,5,19,6,1,5,0,0,31,1,0,0,1,30,27,0,1,0,1
2,20,1,1,27,2,8,2,0,2,0,7,1,1,1,1,0,2,0,0.5,0,1,0,0,1,1,1,0,0,0,18,0,0,5,2,0,21,0,0,2,0,21,16,0,1,0,0
3,0,0,0,0,1,3,1,0,3,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,5,3,0,2,0,0
0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,19,0,1,0,0,0,20,0,0,0,0,20,17,0,1,0,0
4,0,10,6,0,3,32,4,1,13,3,22,0.166667,7,2,2,0,7,3,1,0,2,0,0,0,0,0,2,0,0,5,0,1,0,0,0,6,0,0,0,0,6,1,0,1,0,1
5,0,0,0,0,1,5,1,0,5,0,1,1,0,0,1,1,0,0,0,0,0,3,0,24,24,24,3,0,0,53,1,0,0,0,0,54,0,0,0,0,54,37,0,12,0,0
1,0,0,0,0,1,7,1,0,1,0,0,0,1,1,0,0,1,0,1,0,10,0,0,2,2,2,8,0,0,26,3,8,0,2,0,35,0,0,2,0,35,30,0,1,0,0
1,1,0,0,1,1,4,1,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,2,1,1,1,1,0,0,5,0,0,0,0,0,5,0,0,0,0,5,4,0,1,0,0
0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,0,14,2,0,4,2,2,12,2,0,140,1,30,0,0,1,170,1,0,0,1,170,87,0,2,0,0
0,2,0,0,2,2,21,4,0,1,0,5,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,15,0,12,0,0,1,26,1,0,0,1,26,16,1,0,0,0
0,1,0,0,1,1,6,1,0,0,0,2,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,3,0,0,23,2,0,0,0,0,25,1,0,0,1,24,21,0,2,0,0
1,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,3,0,47,14,0,1,7,0,55,11,0,7,11,44,58,0,2,0,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,4,4,6,2,0,39,4,0,0,0,0,43,0,0,0,0,43,22,0,5,0,0
0,0,0,0,0,1,7,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,3,1,0,0,2,10,3,0,0,0,0,13,12,0,0,12,1,12,0,1,1,0
5,0,7,4,0,8,132,30,4,24,2,39,0.222222,9,28,2,0,35,2,0.257143,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,6,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
3,4,0,0,4,2,9,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,17,17,0,0,17,0,17,0,0,1,0
1,1,1,1,64,1,6,1,0,2,0,4,0.5,1,1,1,0,1,0,1,0,0,5,5,5,9,4,0,1,5,1,0,9,22,21,0,11,0,0,21,0,11,31,0,1,0,0
1,0,7,5,0,1,24,1,2,2,3,16,0.333333,7,5,3,0,10,3,0.7,0,2,0,0,1,1,1,1,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,0,1
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0,0,4,4,4,4,0,0,20,0,1,0,0,0,21,0,0,0,0,21,7,0,2,0,0
4,0,5,3,0,2,16,6,4,6,2,13,0,5,3,0,0,8,2,0.625,0,0,0,0,1,1,1,0,0,0,108,8,0,0,0,0,116,116,0,0,116,0,116,0,0,1,1
0,1,6,6,1,3,14,3,3,2,2,9,0.571429,7,2,4,1,8,2,0.875,0,1,1,0,2,2,2,1,0,0,40,2,6,0,0,0,48,1,0,0,1,47,39,0,5,0,1
1,1,0,0,1,1,3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,0,0,0,0,2,8,2,0,3,0,4,1,2,3,1,0,2,0,1,0,2,0,0,0,0,0,2,0,0,43,1,1,0,0,0,45,0,0,0,0,45,12,0,1,0,0
1,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0
1,1,0,0,1,2,5,2,0,1,0,4,1,0,0,1,2,0,0,0,0,0,10,0,0,0,0,10,0,0,48,1,0,0,0,0,49,0,0,0,0,49,27,0,1,0,0
1,1,0,0,2,1,3,1,0,1,0,2,1,1,1,1,0,1,0,1,0,0,2,0,2,2,2,0,0,0,2,1,0,0,0,0,3,3,0,0,3,0,3,0,0,1,0
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,3,0,0,0,10,0,0,0,0,10,5,0,0,0,0
4,7,3,2,7,2,17,8,3,4,2,6,0,4,2,0,0,4,2,1,0,4,0,0,45,47,45,0,0,2,96,8,0,1,0,0,105,105,0,0,105,0,105,0,0,1,1
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,6,2,3,3,3,6,0,0,30,0,1,1,0,0,32,1,0,0,1,31,25,0,1,0,0
1,11,0,0,11,1,4,1,0,1,0,2,1,0,0,1,1,0,0,0,0,10,0,0,10,6,6,0,4,0,23,4,0,0,16,0,11,6,0,16,6,5,25,0,1,0,0
0,0,8,3,0,3,36,9,3,4,2,13,0.111111,2,3,1,6,5,2,0.4,0,17,0,0,7,7,7,17,0,0,8,27,0,0,0,0,35,0,0,0,0,35,27,0,1,0,1
2,0,0,0,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
0,0,0,0,0,1,7,5,0,0,0,2,1,0,0,2,3,0,0,0,0,6,1,2,1,0,0,12,1,0,88,257,0,6,335,0,16,1,0,335,1,15,346,0,3,0,0
0,0,0,0,0,2,13,2,0,3,0,3,0,1,3,0,0,3,0,0.333333,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8,1,0,0,1,7,7,0,1,0,0
0,0,6,3,0,3,52,5,1,6,3,14,0.142857,5,3,1,0,10,3,0.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
0,0,4,2,0,1,12,1,4,2,3,8,0.2,2,2,1,0,7,2,0.285714,0,0,0,5,4,1,1,1,3,0,6,0,0,1,0,0,7,1,0,0,1,6,7,0,0,0,1
1,1,0,0,1,1,4,2,0,1,0,2,1,2,2,1,0,2,0,1,0,0,0,0,2,2,2,0,0,0,12,0,1,0,0,0,13,0,0,0,0,13,12,0,1,0,0
0,0,1,1,0,2,86,2,0,7,0,20,0.923077,4,4,12,2,4,0,1,0,13,0,0,0,0,0,13,0,0,9,1,3,0,0,0,13,1,0,0,1,12,10,0,1,0,0
1,0,23,11,0,1,48,12,0,4,0,27,0,11,1,0,3,13,0,0.846154,0,2,0,0,0,0,0,2,0,0,7,1,0,1,1,0,8,1,1,0,0,8,7,0,1,0,0
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,9,0,0,1,2,1,7,0,1,16,0,0,0,0,0,16,0,0,0,0,16,1,0,2,0,0
0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,16,15,0,1,0,0
3,3,25,7,5,3,183,44,4,17,2,47,0,13,34,0,0,44,2,0.295455,0,1,0,0,1,1,1,0,0,0,5,0,0,0,0,0,5,2,0,0,2,3,3,0,2,1,1
6,1,26,11,1,4,190,50,7,33,2,74,0.257143,28,36,9,1,52,2,0.538462,0,0,94,0,13,13,13,94,0,0,12,0,22,0,0,0,34,0,0,0,0,34,30,0,1,0,1
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,0,0,6,2,0,15,4,0,0,0,0,19,0,0,0,0,19,13,0,2,0,0
1,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,393,0,0,0,0,393,0,0,0,0,0,393,393,0,0,0,0
0,0,0,0,0,3,35,5,0,5,0,7,1,0,0,2,0,0,0,0,0,4,0,0,12,12,11,2,1,1,11,1,0,0,0,0,12,0,0,0,0,12,6,0,1,0,0
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,20,3,0,0,0,0,23,0,0,0,0,23,23,0,0,0,0
0,1,0,0,3,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,6,0,0,17,0,0,0,0,0,17,0,0,0,0,17,4,1,0,0,0
0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,8,10,8,5,0,2,5,8,0,0,0,0,13,7,0,0,7,6,11,0,2,0,0
0,0,3,2,0,1,11,1,0,3,0,6,0,4,4,0,0,6,0,0.666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,6,0,0,9,2,9,2,0,6,0,7,1,1,1,1,0,1,0,1,0,5,0,0,0,1,0,4,0,1,29,1,0,0,0,0,30,15,0,0,15,15,29,0,1,0,0
0,0,0,0,0,1,4,1,0,0,0,1,1,1,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0
0,0,0,0,0,3,62,13,0,10,0,12,1,2,2,2,2,2,0,1,0,2,0,0,1,2,1,0,0,1,2,4,0,0,0,0,6,6,0,0,6,0,6,0,0,1,0
1,0,3,2,0,1,10,1,2,4,3,11,0.571429,4,3,4,0,6,3,0.666667,0,76,1,0,3,3,3,74,0,0,140,19,3,0,3,0,159,9,3,0,6,153,70,0,3,0,1
1,2,0,0,2,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,3,1,0,1,0,0,3,1,0,42,1,1,0,0,0,44,0,0,0,0,44,40,0,1,0,0
0,0,1,1,0,2,22,3,2,0,3,4,0.666667,2,1,2,0,5,3,0.4,0,2,2,0,2,2,2,2,0,0,14,2,11,0,0,0,27,0,0,0,0,27,17,0,1,0,1
1,1,0,0,1,1,4,1,0,1,0,2,1,1,2,1,0,2,0,0.5,0,4,0,0,2,0,0,2,2,0,12,2,1,5,0,0,20,0,0,0,0,20,19,0,1,0,0
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
0,0,24,12,0,1,59,1,7,10,2,40,0,11,18,0,0,29,2,0.37931,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,1
1,0,0,0,0,2,8,2,0,1,0,2,1,1,2,1,0,2,0,0.5,0,9,0,0,1,1,1,8,0,0,24,1,0,0,0,0,25,0,0,0,0,25,6,0,1,0,0
2,0,7,4,0,2,31,15,3,6,2,27,0.65,6,6,13,1,11,2,0.545455,0,0,0,11,6,6,6,11,0,0,39,0,0,0,0,0,39,0,0,0,0,39,23,0,2,0,1
0,0,4,2,0,4,43,6,5,6,2,21,0.727273,6,9,8,1,13,2,0.461538,0,8,0,0,1,2,1,6,0,1,21,1,0,0,0,0,22,0,0,0,0,22,7,0,1,0,1
1,0,0,0,0,3,16,4,0,2,0,4,1,2,2,2,0,2,0,1,0,12,2,0,2,2,2,13,0,0,35,0,9,0,1,1,42,0,0,1,0,43,37,0,1,0,0
8,0,0,0,0,2,17,6,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,3,0,0,0,5,1,0,0,1,4,4,1,0,0,0
0,1,0,0,1,2,9,2,0,2,0,4,1,1,1,2,0,1,0,1,0,1,3,0,1,1,1,3,0,0,2,0,1,0,0,0,3,0,0,0,0,3,2,0,1,0,0
0,0,0,0,0,1,12,1,0,0,0,10,1,0,0,10,0,0,0,0,0,16,0,0,0,0,0,16,0,0,37,0,0,0,0,0,37,0,0,0,0,37,3,0,2,0,0
0,0,5,4,0,1,49,1,3,5,2,21,0.166667,7,14,1,0,25,2,0.28,0,3,0,0,0,1,0,2,0,1,9,1,1,0,0,0,11,0,0,0,0,11,11,0,0,0,1
0,0,7,4,0,7,68,20,1,11,3,32,0.75,6,4,15,3,11,3,0.545455,0,17,0,1,1,1,0,17,1,1,17,8,1,0,0,0,26,0,0,0,0,26,18,0,1,0,1
1,0,1,1,0,2,10,4,0,4,0,5,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,3,0,0,0,1,1,3,1,0,4,0,0,1,0,4,2,0,1,0,0
2,0,24,10,0,4,403,18,2,14,3,96,0.75,43,55,54,11,81,3,0.530864,0,65,0,0,6,6,4,88,2,2,106,17,3,0,0,0,126,5,0,0,5,121,99,0,2,0,1
1,2,1,1,2,3,14,3,0,2,0,8,0.6,3,1,3,0,3,0,1,0,2,3,0,0,0,0,5,0,0,4,0,7,0,0,0,11,0,0,0,0,11,4,0,1,0,0
1,0,0,0,0,1,11,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,5,0,0,0,7,0,0,0,0,7,7,0,0,0,0
3,0,75,14,0,5,653,283,7,21,2,133,0.264706,14,50,27,14,61,2,0.229508,0,57,0,1,1,1,1,57,0,0,111,5,2,6,0,0,124,0,0,0,0,124,46,0,9,0,1
0,0,8,4,0,1,9,1,4,1,2,11,0.2,5,1,2,0,8,2,0.625,0,5,0,0,0,0,0,5,0,0,7,0,1,0,0,0,8,0,0,0,0,8,8,0,0,0,1
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,16,2,0,1,1,1,17,0,0,66,1,0,0,0,0,67,0,0,0,0,67,39,0,1,0,0
1,0,0,0,0,1,4,1,0,1,0,3,1,1,1,1,0,1,0,1,0,5,1,0,1,1,1,5,0,0,15,1,3,0,0,0,19,0,0,0,0,19,10,0,2,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,7,0,1,130,0,0,0,0,0,130,0,0,0,0,130,90,0,2,0,0
1,0,28,7,0,6,731,339,7,44,3,102,0.727273,12,31,40,6,50,2,0.24,0,21,0,6,5,2,2,22,3,0,7,6,0,1,0,0,14,2,0,0,2,12,13,0,1,0,1
1,0,0,0,0,4,49,23,0,4,0,5,1,0,0,1,2,0,0,0,0,5,0,0,1,1,1,4,0,0,28,7,0,0,0,0,35,0,0,0,0,35,32,0,2,0,0
3,0,9,5,0,4,50,3,1,9,3,18,0.1,11,9,1,0,18,3,0.611111,0,1,0,0,0,0,0,1,0,0,120,14,3,0,0,0,137,0,0,0,0,137,136,1,0,0,1
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,4,4,4,12,0,0,34,5,0,0,0,0,39,1,0,0,1,38,24,1,0,0,0
1,2,0,0,2,2,8,2,0,3,0,4,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,8,0,0,20,2,3,0,0,2,23,0,0,0,0,25,10,0,2,0,0
0,0,3,3,0,5,17,2,0,1,0,5,0,3,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,2,10,3,0,1,0,3,1,1,0,2,0,1,0,1,0,15,0,0,5,5,5,10,0,0,3,0,6,0,0,0,9,0,0,0,0,9,8,0,1,0,0
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,73,0,0,0,0,0,73,0,0,0,0,73,65,0,1,0,0
3,0,31,7,0,5,152,73,5,14,2,52,0.162162,10,20,6,0,27,2,0.37037,0,57,0,1,1,1,1,57,0,0,111,5,2,6,0,0,124,0,0,0,0,124,46,0,9,0,1
2,0,0,0,0,1,6,1,0,3,0,3,0,1,2,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,7,1,0,0,0
